,ticker,thong tin
1488,BTU,"Công ty Cổ phần Công trình Đô thị Bến Tre (BTU) có tiền thân là Công trình Đô thị trực thuộc Công ty Nhà ở và Công trình đô thị Bến Tre được thành lập vào năm 1997. Công ty hoạt động trong lĩnh vực cung cấp các dịch vụ công ích. BTU chính thức hoạt động theo mô hình công ty cổ phần từ năm 2015. Công ty thực hiện những công trình, dịch vụ công ích trên địa bàn tỉnh Bến Tre, chủ yếu là thành phố Bến Tre và các huyện trong tỉnh như huyện Châu Thành, Giồng Trôm, Thạnh Phú, Mỏ Cày Nam, Mỏ Cày Bắc, … BTU được giao dịch trên thị trường UPCOM từ tháng 03/2016. "
847,BTV,"Công ty Cổ phần Dịch vụ Du lịch Bến Thành (BTV) có tiền thân là Công ty Dịch vụ Du lịch Bến Thành, được thành lập trên cơ sở sáp nhập trên cơ sở sáp nhập một số đơn vị kinh tế Quận 1, thành phố Hồ Chí Minh vào tháng 12/1989. Công ty hoạt động chính trong lĩnh vực du lịch, bất động sản và đầu tư tài chính. BTV chính thức hoạt động dưới hình thức công ty cổ phần từ năm 2015. Hiện nay, Công ty quản lý và vận hành Khách sạn Viễn Đông đạt tiêu chuẩn 3 sao quốc tế, Khách sạn Ngận Hà đạt tiêu chuẩn 2 sao quốc tế và 01 cửa hàng thương mại tổng hợp. Bên cạnh đó, BTV còn cho thuê văn phòng, quầy hàng, cửa hàng kinh doanh. BTV chính thức được giao dịch trên thị trường UPCOM từ Ngày 03/03/2017. "
287,BTW,"Công ty Cổ phần Cấp nước Bến Thành (BTW) có tiền thân là Chi nhánh Cấp nước Sài Gòn, được thành lập năm 1991. BTW chính thức hoạt động theo mô hình công ty cổ phần từ năm 2007. Hoạt động kinh doanh chính của Công ty là cung ứng, kinh doanh nước sạch cho nhu cầu tiêu dùng và sản xuất thuộc khu vực quận 1 và quận 3 của thành phố Hồ Chí Minh. BTW được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX) từ cuối năm 2017. "
374,BVB,"Ngân hàng Thương mại Cổ phần Bản Việt (BVB) có tiền thân là Ngân hàng Thương mại Cổ phần Gia Định được thành lập vào năm 1992. Ngân hàng hoạt động trong lĩnh vực huy động và kinh doanh vốn, và cung cấp các dịch vụ tài chính liên quan. BVB trở thành công ty đại chúng từ năm 2007. BVB được giao dịch trên thị trường UPCOM từ tháng 07/2020. Trong năm 2022, Biên lãi thuần (NIM) ở mức 2,32%, tăng 0.12% so với cùng kỳ. Tỷ lệ nợ xấu ở mức 2,79%. Tỷ lệ bao phủ nợ xấu ở mức 52,27%. Lợi nhuận sau thuế có giá trị bằng 364,05 tỷ đồng, tăng 46,3% so với cùng kỳ. Tỷ suất lợi nhuận trên vốn chủ sở hữu (ROE) ở mức 7.55%. "
408,BVG," Công ty cổ phần Group Bắc Việt (BVG) có tiền thân là Công ty TNHH Thép Bắc Việt, thành lập năm 2000. Từ năm 2008, BVG chính thức hoạt động theo mô hình công ty cổ phần. Công ty chuyên sản xuất, kinh doanh, xuất khẩu các kết cấu, cấu kiện thép, sản phẩm cơ khí. Công ty quản lý vận hành nhà máy thép hiện đại với quy mô 48.000 tấn/năm. Bên cạnh đó, Công ty tìm kiếm các dự án, cơ hội kinh doanh trong các lĩnh vực đầu tư, dịch vụ tài chính, mua bán sáp nhập (M&A), kinh doanh bất động sản và khai khoáng. BVG được giao dịch trên thị trường UPCOM từ năm 2015.  "
5,BVH," Tập đoàn Bảo Việt (BVH) có tiền thân là Công ty Bảo hiểm Việt Nam được thành lập năm 1964. Từ năm 2008 đi vào hoạt động theo mô hình Tập đoàn. Tập đoàn Bảo Việt hoạt động hầu hết tất cả các lĩnh vực trong ngành tài chính như bảo hiểm, ngân hàng, chứng khoán, quản lý quỹ, đầu tư bất động sản. Trong đó bảo hiểm vẫn là ngành nghề kinh doanh chủ đạo của Tập đoàn. Tại Việt Nam, BVH hiện giữ vị trí số 1 trên thị trường bảo hiểm nhân thọ và thị trường bảo hiểm phi nhân thọ. BVH cung cấp cho khách hàng danh mục sản phẩm đa dạng với 80 sản phẩm bảo hiểm phi nhân thọ, và 55 sản phẩm bảo hiểm nhân thọ. BVH chính thức giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ ngày 25/06/2009.  "
97,BVL,"Công ty Cổ phần BV Land (BVL) tiền thân là Công ty Cổ phần Xây dựng Vinaenco, được thành lập vào ngày 21 tháng 10 năm 2008. BVL là đơn vị chuyên triển khai các dự án bất động sản của Tập đoàn Bách Việt, hoạt động chủ yếu trong lĩnh vực kinh doanh đầu tư bất động sản, thi công các công trình dân dụng, công nghiệp và hạ tầng. BVL đã và đang tham gia các dự án bất động sản lớn như: Khu đô thị Bách Việt Lake Garden Bắc Giang, Dự án Khu đô thị huyện Phù Ninh, Dự án Nhà máy sản xuất pin ắc quy tích điện và điện năg lượng mặt trời tại xã Bích Sơn, huyện Việt Yên, tỉnh Bắc Giang, …Ngày 11/06/2021, BVL chính thức giao dịch trên thị trường UPCOM. "
752,BVN," Công ty Cổ phần Bông Việt Nam (BVN) có tiền thân là Công ty Bông Trung ương được thành lập vào năm 1978. Từ năm 2007, Công ty chuyển sang hoạt động theo mô hình cổ phần. Cùng với hoạt động sản xuất trong nước Công ty nhập nhiều bông xơ nước ngoài cung cấp đa dạng xơ bông cho ngành dệt trong nước.  Công ty Bông Việt Nam hoạt động trong lĩnh vực trồng và chế biến các sản phẩm từ bông. Từ năm 2013, Công ty tổ chức sản xuất nấm linh chi đỏ nhằm đa dạng mặt hàng. Kinh doanh bông hiện là mặt hàng chủ lực của công ty. Bên cạnh đó, Công ty sở hữu khu trồng bông với tổng diện tích 650ha. BVH được giao dịch trên thị trường UPCOM từ tháng 10/2011.  "
62,BVS," Công ty Cổ phần Chứng khoán Bảo Việt (BVS) là công ty chứng khoán đầu tiên được thành lập tại Việt Nam năm 1999 với cổ đông sáng lập là Tập đoàn Bảo Việt. Công ty hoạt động chính trong lĩnh vực môi giới chứng khoán, trái phiếu, tư vấn đầu tư, bảo lãnh phát hành. BVS hợp tác với các tổ chức tài chính lớn trên thế giới như Marco Polo Securities USA, ACH Investment Pte Ltd, DCG Capital Pte Ltd; Duxton Asset Management, Clever Technology Co Limited, Heungkuk Asset Management, Dragon Capital, Ward Haven, các quỹ nước ngoài và quỹ nội của Vinacapital. Trong năm 2022, Công ty thuộc top 10 công ty có thị phần môi giới cổ phiếu trên thị trường UPCoM với 2,8%. Doanh thu nghiệp vụ môi giới chứng khoán có giá trị bằng 320,15 tỷ đồng. Nợ vay ký quỹ/Vốn chủ sở hữu ở mức 84,58%. Lợi nhuận trước thuế có giá trị bằng 177,79 tỷ đồng. Tỷ lệ sinh lời trên vốn chủ sở hữu (ROE) đạt mức 6,59 %. Ngày 18/12/2006, BVS chính thức giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX).  "
288,BWA," Công ty Cổ phần Cấp thoát nước và Xây dựng Bảo Lộc (BWA) tiền thân là nhà máy nước Bảo Lộc được thành lập từ những năm 1970. Năm 2008, công ty tiến hành cổ phần hóa. Công ty là doanh nghiệp kinh doanh độc quyền mặt hàng nước sạch trên địa bàn thị xã Bảo Lộc dưới sự điều phối của Ủy ban Nhân dân tỉnh Lâm Đồng. Bên cạnh đó, công ty còn quản lý hệ thống thoát nước, xử lý nước thải và rác thải tại các khu đô thị và khu công nghiệp trong thành phố. Hiện tại, công ty cung cấp khoảng 53% nhu cầu về nước sạch cho khu vực nội thị trong thành phố. BWA chính thức được niêm yết trên Sở Giao dịch Chứng khoán Hà Nội (HNX) từ năm 2010.  "
284,BWE,"Công ty Cổ phần - Tổng Công ty Nước - Môi trường Bình Dương (BWE), có tiền thân là Trung tâm Cấp thủy Bình Dương, được thành lập từ trước năm 1975. Công ty hoạt động chính trong lĩnh vực khai thác, xử lý và cung cấp nước sạch phục vụ sinh hoạt đô thị và công nghiệp. Ngoài ra, BWE cũng tham gia cung cấp dịch vụ thu gom và xử lý rác thải.  Công ty chính thức hoạt động theo mô hình công ty cổ phần từ năm 2016. BWE hiện đang quản lý vận hành các hệ thống cấp nước và nhà máy nước với tổng công suất cấp nước là 480.000 m3/ngày đêm, và công suất xử lý rác thải lên đến 1.000 tấn/ngày. BWE được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ tháng 07/2017. "
289,BWS,"Công ty Cổ phần Cấp Nước Bà Rịa - Vũng Tàu (BWS) có tiền thân là Xí nghiệp Cấp thoát nước Vũng Tàu - Bà Rịa, được thành lập vào năm 1982. Công ty hoạt động chính trong lĩnh vực khai thác, sản xuất và cung cấp nước sạch. BWS chính thức hoạt động theo mô hình công ty cổ phần từ năm 2007. Công ty hiện đang quản lý vận hành hệ thống sản xuất cấp nước với tổng công suất 180.000 m3/ngày trên địa bàn tỉnh Bà Rịa - Vũng Tàu. BWS được giao dịch trên thị trường UPCOM từ cuối năm 2017. "
1542,BXH," Công ty Cổ phần VICEM Bao bì Hải Phòng (BXH) có tiền thân là Xí nghiệp Bao bì Xi măng Hải Phòng (thuộc Công ty Xi măng Hải Phòng). Năm 2004, Công ty chuyển đổi mô hình kinh doanh hoạt động dưới dạng là Công ty Cổ phần. Lĩnh vực kinh doanh chính của Công ty là: Sản xuất và kinh doanh vỏ bao bì xi măng và các loại vỏ bao bì khác; Sản xuất nguyên vật liệu cho ngành sản xuất bao bì... BXH là đơn vị đi đầu trong chương trình chuyển đổi sản xuất của Công ty Xi măng Hải Phòng theo chủ trương công nghiệp hoá - hiện đại hoá. Công ty có lợi thế về vị trí địa lý do nằm tại khu vực gần Công ty Xi măng Hải Phòng - thị trường tiêu thụ chính, gần cảng biển, đường quốc lộ, giao thông rất thuận lợi vì vậy đã tiết kiệm được chi phí vận chuyển. Đây là một điều kiện thuận lợi cơ bản giúp Công ty chiếm lĩnh và duy trì vai trò là nhà cung cấp vỏ bao chủ yếu cho Công ty Xi măng Hải Phòng. Công ty được đầu tư dây chuyền hiện đại của Cộng hòa liên Bang Đức và Cộng hòa Áo, chuyên sản xuất các loại vỏ bao đựng xi măng như bao KPK, PK, công suất giai đoạn 1 là 25 triệu vỏ bao/năm. Ngày 25/11/2009, BXH chính thức giao dịch tại Sở Giao dịch Chứng khoán Hà Nội (HNX).  "
1059,C12,"<DIV style=""FONT-FAMILY: Arial; FONT-SIZE: 10pt;""> <P class=MsoNormal>Công ty Cổ phần Cầu 12 (C12) là&nbsp;đơn vị xây&nbsp;dựng cầu&nbsp;đầu tiên&nbsp;của Việt Nam được thành lập năm 1952, trực thuộc Tổng&nbsp;Công ty Xây dựng Công trình Giao thông 1 (CIENCO1). Công ty chính thức hoạt động dưới hình thức công ty cổ phần từ năm 2007. Hoạt động kinh doanh chính của Công ty là xây dựng cầu, đường và các công trình giao thông khác và tư vấn thi công. Một số&nbsp;công trình tiêu biểu như&nbsp;Nút Nam Chương dương, Nút Vọng, Nút Mai Dịch, cầu Thanh Trì, cầu Vĩnh Tuy (Hà Nội); Cầu Rạch Miễu, cầu Hàm Luông (Bến tre); Cầu Gò Găng (Bà Rịa Vũng tàu); Cầu Hưng Lợi, Cái Côn, Bạc Liêu (tuyến Nam sông Hậu), Cao tốc Sài gòn - Trung Lương. C12 được giao dịch trên thị trường UPCOM từ tháng 12/2016.</P></DIV>"
107,C21,"Công ty Cổ phần Thế kỷ 21 (C21) có tiền thân là Công ty TNHH Tuổi Trẻ, được thành lập vào tháng 01/1994. Công ty hoạt động chính trong lĩnh vực đầu tư kinh doanh bất động sản, cho thuê văn phòng, kinh doanh du lịch, khách sạn, nhà hàng. C21 chuyển đổi thành công ty cổ phần vào năm 1997. Công ty đã thực hiện thi công các Dự án khu dân cư Bình Trưng tại Quận 2 với diện tích 4,5ha, Dự án khu dân cư Bình Hòa tại quận Bình Thạnh có quy mô 2,5ha, Dự án khu dân cư Sông Giồng có quy mô 18ha, Dự án chung cư Ung Văn Khiêm tại quận Bình Thạnh với tổng diện tích sàn xây dựng 31.000m2, Dự án khu dân cư Camellia Garden tại huyện Bình Chánh với quy mô 5,9ha và khu dân cư Phước Long B tại Quận 9 với quy mô 8,2ha. Bên cạnh đó, C21 hiện đã đưa vào khai thác Trung tâm Suối khoáng nóng Tháp Bà với quy mô hơn 3ha dưới chân núi Sạn, bên dòng sông Cái, tại thành phố Nha Trang, và Mỏm Đá Chim Resort & Spa với 100 phòng tiêu chuẩn 4 sao trải dài trên diện tích gần 10ha, tọa lạc tại xã Tân Tiến, thị xã Lagi, tỉnh Bình Thuận. Ngày 01/11/2016, C21 chính thức giao dịch trên thị trưởng UPCOM. "
601,C22,"Công ty Cổ phần 22 (C22) có tiền thân là Xí nghiệp Chế biến Thực phẩm 22 trực thuộc Tổng cục Hậu cần, được thành lập vào năm 1970. Công ty hoạt động trong lĩnh vực chế biến lương thực, thực phẩm, sản xuất các sản phẩm cơ, kim khí, giáo dục mầm non… phục vụ quân đội và đời sống dân sinh. C22 chính thức hoạt động theo mô hình công ty cổ phần từ năm 2007. Công ty tham gia sản xuất các mặt hàng lương thực thực phẩm tập trung tại Xí nghiệp 22 với các thương hiệu như lương khô Dream business, Lương khô Golfman, Lương khô Happylife... Công ty tham gia chế tạo sản xuất các mặt hàng quân trang, cơ kim khí tại Xí nghiệp 24 và Xí nghiệp 198. Bên cạnh đó, Công ty còn tham gia khai thác, xử lý, sản xuất và kinh doanh nước sạch và dịch vụ giáo dục mầm non. C22 được giao dịch trên thị trường UPCOM từ tháng 05/2018. "
1044,C32," Công ty Cổ phần CIC39 (C32) có tiền thân là Công ty Kinh doanh Phát triển nhà Sông Bé, thành lập vào năm 1993. C32 chuyển sang hoạt động theo mô hình công ty cổ phần từ năm 2008. Công ty hoạt động chính trong lĩnh vực lĩnh vực xây lắp, cống bê tông, bất động sản, kinh doanh vật liệu xây dựng. Thị trường hoạt động chính của công ty bao gồm các tỉnh Bình Dương, thành phố Hồ Chí Minh, Đồng Nai va Tây Ninh. Các dự án mà C32 đã tham gia có thể kể đến chung cư, trung tâm thương mại tại khu dân cư Nguyễn Văn Tiết, xây dựng chợ, Nhà trẻ tại khu dân cư An Phú. C32 được niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2012.  "
1045,C47,"Công ty Cổ phần Xây dựng 47 (C47) có tiền thân là Công ty Xây dựng Thủy lợi 7, được thành lập vào năm 1975. Công ty có hoạt động kinh doanh (i) Xây dựng nặng (thủy lợi, nhà máy thủy điện và các công trình xây dựng công nghiệp khác), (ii) Khách sạn và Du lịch, (iii) Dịch vụ xuất khẩu lao động và (iv) Gia công và kinh doanh vật liệu xây dựng. Các dự án của C47 chủ yếu được thực hiện ở miền Trung, Tây Nguyên và Đông Nam Việt Nam. C47 đã tham gia vào các dự án trọng điểm trong nhiều lĩnh vực như (i) Xây dựng thủy lực: Hồ chứa nước Ta Ruc (chiều dài đập: 950 mét, chiều cao đỉnh: 58 mét), Đập bê tông đầm lăn (RCC) tại Hồ chứa nước trọng (chiều dài đập: 517 mét, Chiều cao đỉnh: 69m), (ii) Công trình thủy điện: Công trình thủy điện Trung Sơn (công suất 260MW), công trình thủy điện Thượng Kon Tum (công suất 220MW), (iii) Xây dựng dân dụng & công nghiệp Dự án: Nhà máy Phước An (tổng vốn đầu tư 85 tỷ đồng), Trung tâm quốc tế về giáo dục khoa học và liên ngành - tỉnh Bình Định và khách sạn Seagull. Ngày 30/03/2011, C47 chính thức giao dịch trên Sở Giao dịch Chứng khoán Hồ Chí Minh (HOSE). "
1058,C4G,"Công ty Cổ phần Tập Đoàn Cienco4 (CIENCO4) có tiền thân là Cục công trình trực thuộc Bộ Giao thông vận tải được thành lập vào năm 1962. Tập đoàn hoạt động chính trong các lĩnh vực thi công xây lắp các công trình giao thông, công trình dân dụng, đầu tư kinh doanh các dự án hạ tầng giao thông theo các hình thức BT, BOT và kinh doanh cho thuê văn phòng thương mại, khu nghỉ dưỡng. CIENCO4 chính thức hoạt động theo mô hình Công ty cổ phần từ năm 2014. Các công trình tiêu biểu của Công ty bao gồm: Công trình nâng cấp Quốc lộ 1A đoạn Vinh – Đông Hà gói 1&2 (giá trị hợp đồng 647 tỷ đồng), Xây dựng đường cao tốc Hồ Chí Minh – Trung Lương (780 tỷ đồng), Công trình xây dựng đường vành đai 3 – gói thầu 3 (trị giá 1.376 tỷ đồng) và gói thầu 1 (trị giá 1.416 tỷ đồng), xây dựng Cầu Bến Thủy 2 (868 tỷ đồng). CIENCO4 được giao dịch trên thị trường UPCOM từ tháng 12/2018. "
1043,C69,"Công ty Cổ phần Xây dựng 1369 (C69) được thành lập vào tháng 08/2003. Lĩnh vực hoạt động kinh doanh chính của Công ty là: Nhà thầu xây dựng; Hoạt động kiến trúc và tư vấn kỹ thuật, tư vấn quản lý dự án; Khai thác, sản xuất, kinh doanh, xuất khẩu khoáng sản; Bốc xúc, vận tải hàng hoá bằng đường bộ... C69 đã trở thành công ty đại chúng vào năm 2016. C69 là nhà thầu chính thiết kế thi công các công trình xây dựng công nghiệp, nhà xưởng và lắp đặt các thiết bị kèm theo với một số công trình tiêu biểu như Công trình hạ tầng Khu đô thị Cầu Sến Uông Bí tỉnh Quảng Ninh, Nhà máy xi măng trắng Phúc Đạt, Nhà máy gạch ngói Kim Thành. Ngoài ra, C69 còn tiến hành xây dựng một số công trình như nhà xưởng Việt Nhật, Trạm nghiền Quảng Bình, Showroom ô tô Mitsubishi Hải Dương….Bên cạnh đó, C69 cũng tham gia khai thác đá làm vật liệu xây dựng tại Thôn Đồng Vải - Quảng Ninh, sản lượng khai thác đạt 3.500m3/tháng. Ngày 21/04/2017, C69 chính thức giao dịch tại Sở Giao dịch Chứng khoán Hà Nội (HNX). "
1047,C92," Công ty Cổ phần Xây dựng Công trình Giao thông 492 (C92) có tiền thân là Công trường I trực thuộc Tổng Công ty Xây dựng Công trình Giao thông 4 được thành lập vào năm 1992. Năm 2006, Công ty chuyển sang hoạt động theo mô hình cổ phần. Lĩnh vực kinh doanh chính của công ty là: Xây dựng các công trình giao thông, công nghiệp, dân dụng, thuỷ lợi; Đầu tư xây dựng công trình giao thông theo hình thức BOT, BT; Sản xuất, kinh doanh vật liệu xây dựng, cấu kiện bê tông đúc sẵn; Kinh doanh xuất nhập khẩu vật tư thiết bị giao thông vận tải; Xây dựng đường dây và trạm điện đến 35KV... Các công trình của công ty đã tham gia như công trình dây văng cầu Mỹ Thuận, cầu Thanh Trì, các cầu tuyến Trung Lương Mỹ Thuận, cầu Đà Nông - Phú Yên, cầu Hùng Vương - Phú Yên, cầu S2 Nam Định. Sở hữu trạm trộn bê tông xi măng 45m3/h, cùng với nhiều hệ thống cẩu trục, máy xúc, máy lu được nhập khẩu nguyên chiếc tại nhiều Quốc gia có nền khoa học công nghệ phát triển như: Mỹ, Hàn Quốc, Nhật Bản, Nga, Trung Quốc...  "
840,CAB,"Tổng Công ty Truyền hình Cáp Việt Nam (CAB) có tiền thân là Trung tâm Truyền hình Cáp MMDS được thành lập vào năm 1995. CAB hoạt động trong lĩnh vực sản xuất kinh doanh dịch vụ truyền hình trả tiền, viễn thông và truyền thông. Năm 2008, Công ty chính thức hoạt động theo mô hình công ty cổ phần. CAB có mạng truyền hình cáp phủ sóng rộng nhất trên 60 tỉnh thành với số thuê bao truyền hình trả tiền lớn nhất Việt Nam với gần 2 triệu thuê bao truyền hình cáp trên cả nước. CAB cung cấp các gói dịch vụ truyền hình trả tiền đa dạng như Truyền hình cáp (CATV), internet trên mạng truyền hình cáp (VTVnet), IPTV (VTVplay), VOD (VTVcab ON)…Gói kênh CAB có trên nhiều hạ tầng của nhiều nhà cung cấp. CAB là đơn vị truyền hình trả tiền có số lượng chi nhánh, văn phòng đại diện, showroom lớn nhất Việt Nam do đó dễ tìm kiếm được lượng khách hàng mục tiêu trên thị trường. Ngày 06/09/2019, CAB chính thức giao dịch trên thị trường UPCOM. "
602,CAD," Công ty Cổ phần Chế biến và Xuất nhập khẩu Thủy sản Cadovimex (CAD) thành lập giai đoạn năm 1975-1984, năm 2005 chuyển sang hoạt động theo mô hình cổ phần. Hoạt động chủ yếu của công ty là thu mua chế biến và xuất khẩu các sản phẩm chính như tôm đông IQF, tôm đông block, tôm nguyên con, mực, bạch tuộc đông, cá tra, cá basa chiếm tới 98,3% doanh thu của toàn công ty. Hiện Cadovimex là một trong 10 doanh nghiệp có doanh số xuất khẩu lớn nhất Việt Nam và là một trong 03 doanh nghiệp đứng đầu về sản lượng chế biến tại tỉnh Cà Mau. Hiện tại Cadivimex có 03 Xí nghiệp là: Xí nghiệp 72 (DL72), Xí nghiệp Phú Tân (DL180), Xí nghiệp Nam Long (DL 85) đạt tiêu chuẩn code xuất hàng vào thị trường Châu Âu, Canada, Hàn Quốc. Ngày 01/11/2012, CAD chính thức giao dịch trên thị trường UPCOM.  "
1371,CAG," Công ty Cổ phần Cảng An Giang (CAG), tiền thân là Cảng Mỹ Thới, tiền thân là Cảng Mỹ Thới An Giang được thành lập năm 1985. CAG chính thức hoạt động dưới mô hình công ty cổ phần từ năm 2011. Công ty hoạt động chính trong lĩnh vực cung cấp dịch vụ cung ứng tàu biển, hỗ trợ vận chuyển đường thủy, kho bãi, bốc xếp hàng, đại lý vận tải. Về hệ thống kho bãi, Cảng Mỹ Thới nằm trên bờ phải Sông Hậu, với diện tích mặt bằng là 42.585,2 m2, cách phao “0” cửa luồng Định An 160km về phía hạ lưu và cách thành phố Long Xuyên 10 km về phía thượng lưu, có 5.900 m2 kho và 10.500 m2 bãi chứa hàng tổng hợp. Cảng Bình Long có 6.159 m2 kho và 3.200 m2 bãi chứa hàng tổng hợp, với nhiều cẩu, đầu kéo, rơ - móoc các loại giúp thực hiện các nghiệp vụ xuất nhập nhanh chóng, an toàn. Ngày 04/12/2017, CAG chính thức giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX).  "
603,CAN," Công ty Cổ phần Đồ hộp Hạ Long (CAN), tiền thân là Nhà máy Cá hộp Hạ Long, được thành lập năm 1957. Năm 1999, Công ty chuyển đổi mô hình kinh doanh hoạt động dưới dạng là Công ty Cổ phần. Công ty chuyên về các sản phẩm đồ hộp, giò chả và xúc xích, trong đó các sản phẩm về đồ hộp chiếm tỷ trọng lớn nhất trong doanh thu của Công ty. Với hơn 60 năm hình thành và phát triển, CAN đã xây dựng được thương hiệu gần gũi với người tiêu dùng, thị phần của CAN tập trung chủ yếu ở thị trường miền Bắc. Sản phẩm của công ty đã được xuất khẩu đến các thị trường lớn như EU, Mỹ và Hàn Quốc. Ngày 08/06/2009, CAN chính thức giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX).  "
387,CAP," Công ty Cổ phần Lâm Nông sản Thực phẩm Yên Bái (CAP) tiền thân là Nhà máy giấy Yên Bái được thành lập năm 1972. Năm 2004, Công ty chuyển đổi mô hình kinh doanh hoạt động dưới dạng là Công ty Cổ phần. Lĩnh vực kinh doanh chủ yếu của Công ty là chuyên sản xuất, kinh doanh và xuất khẩu các sản phẩm giấy đế, vàng mã và tinh bột sắn mang nhãn hiệu Yfaco. Trong đó doanh thu từ giấy đế chiếm tỷ trọng cao nhất trong các năm qua, tiếp đến là tinh bột sắn và vàng mã. Công ty hiện có 10 dây chuyền sản xuất giấy đế do Đài Loan sản xuất, tổng công suất 15.000 Tấn /năm; 01 dây chuyền chế biến tinh bột sắn do Hà Lan sản xuất, công suất: 10.000 tấn/năm; 01 Nhà máy gia công giấy vàng mã xuất khẩu sang thị trường Đài Loan, công suất 4.000 tấn/năm. Sản phẩm của công ty đạt tiêu chuẩn chất lượng EU và được tiêu thụ trên toàn quốc và đã xuất khẩu sang Đài Loan và Trung Quốc. Ngày 09/01/2008, CAP chính thức giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX).  "
1479,CAR,"Công ty cổ phần Tập đoàn Giáo dục Trí Việt (CAR) là một doanh nghiệp hoạt động trong lĩnh vực giáo dục, được thành lập từ năm 2013. Hoạt động kinh doanh chính của công ty là cung cấp các dịch vụ giáo dục kỹ năng sống và tiếng Anh. CAR hiện là đơn vị độc quyền nhận nhượng quyền sản phẩm giáo dục từ Tập đoàn Giáo dục Fastrackids (Mỹ). Công ty chủ yếu kinh doanh tại thị trường Hà Nội. Các lớp chính khóa, ngoại khóa về kỹ năng sống đã được công ty tổ chức giảng dạy tại hơn 30 trường tại nhiều quận nội thành Hà Nội như THCS Marie Curie, trường Liên cấp Đa trí tuệ, Tiểu học Mỹ Đình 1,... CAR chính thức được giao dịch trên Thị trường UPCoM từ Ngày 13/07/2022. "
608,CAT," Công ty Cổ phần Thủy sản Cà Mau (CAT) có tiền thân là Công ty xuất nhập khẩu thủy sản Minh Hải, được thành lập vào năm 1976. Công ty chủ yếu sản xuất, chế biến và xuất khẩu các mặt hàng thủy sản. CAT chính thức hoạt động theo mô hình công ty cổ phần từ năm 2004. Công ty hiện sở hữu vận hành 03 Nhà máy chế biến thủy sản với tổng công suất đạt trên 8.000 tấn/năm. Thị trường xuất khẩu chính của CAT là Nhật, Mỹ, Canada, EU, Hàn Quốc, Trung Quốc. CAT được giao dịch trên thị trường UPCOM từ tháng 03/2018.  "
1349,CAV,"Công ty Cổ phần Dây cáp điện Việt Nam (CAV), tiền thân là Công ty Dây Đồng, được thành lập năm 1975. Công ty chính thức đi vào hoạt động theo hình thức công ty cổ phần năm 2007. Hoạt động kinh doanh chính của Công ty là sản xuất, mua bán, xuất nhập khẩu dây cáp điện, sản phẩm khí cụ điện, vật liệu kỹ thuật điện. Công ty là nhà sản xuất dây cáp điện đứng số 1 thị phần tại Việt Nam, hiện chiếm khoảng 30% thị phần cả nước, trong đó chủ yếu là thị trường miền Nam. Khách hàng chủ yếu của công ty là các Công ty Điện lực, các nhà thầu xây lắp điện dân dụng, công nghiệp. Sản phẩm của CAV đã có mặt ở hơn 30 quốc gia trên thế giới. CAV được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2014. "
684,CBC,"Công ty Cổ phần Chè Bàu Cạn (CBC) có tiền thân là Đồn điền Trà Bàu Cạn được thành lập bởi chủ tư bản người Pháp vào năm 1923. Năm 2017, Công ty chuyển đổi mô hình kinh doanh hoạt động là Công ty Cổ phần với số vốn điều lệ ban đầu là 108.97 tỷ đồng. Vốn điều lệ hiện tại của Công ty là 118.82 tỷ đồng. Lĩnh vực hoạt động kinh doanh chính của Công ty là: Trồng, chăm sóc, thu mua, chế biến, tiêu thụ, xuất khẩu chè; Sản xuất, kinh doanh phân bón; xây dựng, tư vấn chuyển giao các mô hình ứng dụng tiến bộ kỹ thuật trong lĩnh vực nông nghiệp. CBC hiện quản lý vận hành nhà máy chế biến chè với công suất 30 tấn/ngày. Sản phẩm của Công ty chủ yếu là chè xanh nội tiêu, thị trường tiêu thụ chủ yếu trong nước thuộc khu vực các tỉnh miền Trung và Tây Nguyên. "
409,CBI,"Công ty Cổ phần Gang thép Cao Bằng (CBI) được thành lập vào năm 2006. Công ty hoạt động chính trong lĩnh vực khai thác khoáng sản, sản xuất, kinh doanh, xuất nhập khẩu các loại gang thép và vật liệu xây dựng. CBI hiện quản lý khai thác Mỏ sắt Nà Rụa có trữ lượng hơn 16.700.000 tấn quặng sắt, hàm lượng Fe bình quân là 57,83% và vận hành Khu liên hợp gang thép Cao Bằng với tổng công suất thiết kế đạt 221.600 tấn phôi thép/năm. CBI được giao dịch trên thị trường UPCOM từ cuối tháng 09/2017. "
